name,followers,follow,text,source,gender
猫女么么喵,213,15,建议给那些28岁还没结婚的人，多点政策性优惠。比如，规定每年放一个月找对象的假期，或者工资高点也行，安慰安慰, 前后2000万 OPPO R11s, f
猫本该于杏林,88,193,百弊一利，利的是喜闻乐见的诸多应对老龄化和生育率持续走低的政策中的一种。弊，城市里，18岁，高中毕业或未毕业，心智处于叛逆压抑边缘及不成熟阶段，若做出冲动的事没有法律束缚（那种事情就不细说了，深想很吓人），农村里，哈呀，那可毛病大了去了，拐卖妇女，逼良为娼，强娶强嫁，厉害啊这个委员, iPhone客户端, m
猫桑先生,144,421,想割韭菜想疯了是不是?, 前后2000万 OPPO R11s, f
猫猫吉祥311,71,306,呵呵，我已经是老年人了。, HUAWEI Mate 20, f
猫耳苍苍sy,122,81,脑子有病吗？    以为还在古代吗？    这样离婚几率不增加才怪    18高中大学    结婚？   扯淡吗？, iPhone客户端, f
猫遇我笑,41,140,算了算了, 小米8 SE, f
猫顿,1373,1385,特么又来？？调年龄不如调性别, OPPO Find X, f
猹猹偷瓜,42,54,他们不知道我们不结婚只是因为穷吗, OPPO K1, m
玄子_1004要成为富人啊,6883,591,放屁！18岁能付什么责任，这个委员说话不过脑子吗？, 귀요미일훈iPhone 8 Plus, f
玄戈增二,5888,366,真好，高中毕业就结婚, 酷盖本人的iPhone XR, f
玉玦_不作不会死,263,589,来来来，论社会发展的倒退！, iPhone客户端, f
玉米好吃,158,268,。。。。脑子是有问题吧？, 荣耀8 美得与众不同, m
玉米小莉,245,325,神经病啊，为了生育简直无所不用其极！, OPPO A9, f
玉米烧罐头,273,271,有病的提议，为什么越来越多女性恐婚？为什么老龄化越来越高？本来18岁就还不成熟这样一搞离婚率会更高，一大堆实质问题不提高来提高年龄，一些父母不是更好可以早点卖女儿了！！！, iPhone客户端, f
玉米破壳r无二三,100,93,有病, OPPO R11s Plus, f
玉青琉,106,869,什么狗屁不通的逻辑, 华为手机 畅享玩不停, m
玉面桃花酱,149,635,有病？, Android, f
玊琛,248,1012,再怎么早，线下想结婚的人怕是少之又少。而且离婚率依然会稳居不下, 三星Galaxy S9+, f
_王丫做不了女战士,168,218,20岁之前结婚民政局会送房？？？？, 失心疯的Android, f
王之舟舟,1702,367,女16?!但我一个女的到现在明年就要20了还没一个男朋友!!!!, 三星android智能手机, f
王俊玺夫人R,130,261,这是疯了吗？高三都没毕业的, OPPO R9, f
王修先森,182,170,真能瞎扯, OPPO智能手机, f
王博圳,112,49,可笑, 小米MIX2S 全面屏, m
王可爱很可爱呀,17,20,真是无语，虽然现在的孩子早熟，但是18岁可以结婚？？这真的是为了让人生宝宝不择手段啊18岁上大学的年龄吧，大部分人都是没有经济来源的吧，还不是爸妈养着，如果18岁就有人生宝宝了，啧啧，我他妈20岁都养不起自己，何况在养两个啊（孩子和老公哦😂）麻烦降低一下买房的资金哦谢谢, iPhone客户端, f
王哪走呢,212,157,建议你🐎  , iPhone客户端, f
王喵喵两栋五山,354,220,吃饱了撑的吧这是, iPhone客户端, f
王墩墩减肥中,94,205,想生的还在乎年龄？村里35岁当奶奶的不都上新闻了么:连正常的两性教育和性知识都不普及，18岁啥也不懂就结婚？未成年啥性有关的都保护一下屏蔽一下，一成年了就赶紧让你生孩子？这是哪出的正调节？到时候离婚率上升是不是给离婚加个巨, 三星 GALAXY Note8, f
王大可_汐盈香薰,266,295,只会有更多人离婚吧…, iPhone客户端, f
王大楠你行不行,170,403,你说nmn？？？？, 王大楠送的张九龄V+, m
王大王欸,65,79,提议委员脑子秀逗了？？？结婚年龄是根本原因吗，长点脑子长点心吧, 前后2000万 OPPO R11, f
王大风DifenWang,798,80,没韭菜割了啦，如果可以我愿意生十个，但是我不可以, 小米8 SE, m
王大饼和饼大王,924,594,18岁还是高中生呀！结婚，生孩子，然后呢……家庭教育呢？自己都是小孩怎么去负责呢？真的结婚年龄下调就可以改变状态吗？, 饼哥哥🍪iPhone客户端, f
王太太阳花,248,359,哈哈哈哈哈哈哈，评论逗:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
王奇17094,1756,1451,:房价，医疗，教育才是不敢婚姻的主要原因。, 荣耀V9 我想要的快, m
王子异约我一起打水,194,260,我觉得不可以哈, HUAWEI Mate 20 X, m
王子强财经视点,7522,564,没有什么意义, 微博搜索, m
王安静王冷静千千静听,334,402,服了, 前置双摄vivo X9, f
王家小汗,47,63,韭菜还是嫩点好吃, 努比亚Z17S无边全面屏, m
王富贵他哥王有财,29,89,上……下………, Android, m
王小p,165,369,呵呵 :感觉有人提议生孩子高考加分的日子不远了, 满嘴狗粮iPhone 8 Plus, f
王小分SAMA,180,1551,调低结婚年龄只可能使更多的女孩子早早失学 学什么不好 一定要在结婚年龄上学资本主义国家, Nokia 7 Plus 见不凡, f
王小喵的小久久,198,286,None, iPhone客户端, f
王小妮娜子,5,19,无语了, 荣耀V10 我AI的快, f
王小怂的花花世界,155,285,不麻烦了，谢谢, HUAWEI P10, f
王小欠儿儿,230,156,None, iPhone客户端, f
王小磊21,54,159,我们不结婚只是因为穷, 全屏双摄 OPPO A5, m
王尔德想出狱,83,158,高中毕业，直接奔民政局？大学就把孩子生了？大学毕业就生二胎？, 荣耀V20 4800万3D相机, f
王嵫童的漫漫人生路,113,883,想不想结婚受法定婚龄的影响不大，关键是找不着, iPhone客户端, f
王懿懿yemio,240,570,下调就是也不会影响结婚人数的，越早负担越多，越早质量越差, 小米8 SE, f
王挑水,103,286,None, iPhone客户端, m
王智儒lcy,459,542,建议法定婚龄上调到男30 女28 这样 最起码能等大家长大成人, iPhone X, f
王梦洁alysa,2111,76,13年到18年，登记率低，正是90后该结婚的年龄，之所以我们90后不结婚，是真的怕了。校园里单纯的爱人被我们丢了，不介意房车的爱人被我们丢了，短信聊一天的爱人没有了，舍不得删短信的那个人也丢了，我们90后经历着电子设备飞速的发展，爱人的能力却在消退。, iPhone客户端, f
王水墨蕊,577,1188,要不要回到古代，十三四岁就可以成家？, 别人用剩的Android, f
王源的大西几,98,143,单纯觉得，18岁还是一个孩子的年纪，怎么能够去承担起一个家庭的重担呢，单纯觉得有点…足够成熟的内心，担当才是一个婚姻里面必备的，而不是降低的年龄，, HUAWEI nova 青春版, f
王爪爪--,158,124,不用下调，我已过了法定年龄好几岁了, iPhone客户端, f
王王曼曼,51,177,不能为了结婚率就改年龄，难道不应该优质生活吗？人又不是动物，仅仅为了繁殖率吗？, 荣耀9青春版 全屏四摄, f
王琳凯的嘴骗人的鬼-x,491,372,鬼哥走我能领证了!, HUAWEI nova 2s, f
王童童童520,54,85,与其降低结婚年龄，不如调低房价，结不起婚，上不起学，买不起房，养不起孩子，结婚那么麻烦，人口数量还多，工作竞争压力大:我觉得更应该出行保护婚姻法, 坚果手机 Pro 2, f
王股票大A大B大H,262,258,诱发更多问题，早恋早婚早孕堕胎离婚。:又是瞎折腾！, iPhone客户端, m
王舍先生字予文,700,528,降低年龄能解决根本问题么？ 首先应该问问现在适婚年纪的人为什么不结婚 已婚的人为什么不生孩子？, iPhone客户端, f
王艺霖知道了,1661,508,……不如取消素质教育如何？又降低法定年龄又要义务教育9年改12年 这不本身就是矛盾吗 政策≠现实 难道这个社会对女性如此“包容”吗？以后也不要动不动就说“这个社会对女性的包容性”了，说就是🈚 就算你调到16结婚该晚婚还是晚婚 该不婚还是不婚 害人不浅呐, , f
王芳别闹了,143,339,18岁？这样中国离婚率不更高了, , f
王语绮YQ,379,495,这样不想结婚的依旧不结婚，想结婚的如果上学毕业找到年龄相当的更难，早早辍学太小的又担不起一个家庭的责任，要么不生孩子，专家计划落空！要么生了孩子离婚，孩子没人照顾，他们这一代结婚率又是问题…能长长久久走下去的就算这些家庭都是幸福指数高的…那些算下来比例也不大吧？18岁？专家你玩呢吧, HUAWEI nova 2s, f
王钢铁的仓库1号,121,153,你这个专家说的都是屁！生育率低跟法定结婚年纪一点关系都没有好吗  , iPhone客户端, f
王馒头的小跟班,122,141,别下调了，上调可以吗？让大家再快快乐乐的耍几年可以不啰, OPPO随光而变R17, f
王鸭鸭鸭子Yazi,1169,627,神经病！  脑子是个好东西，你为什么不要！, iPhone客户端, f
玖玖Joyce,603,677,？？？言情小说不让看 小h文不让看 不要说18了 二十几三十几的也看不到 孩子们啥也不懂可好骗了 结婚以后有丝分裂还是怎么滴生个孩子？？然后出几个老男人娶18岁姑娘家暴致死的新闻？？, HUAWEI nova 2 Plus, f
玛丽小柠檬-,111,424,很惊讶呀, OPPO智能手机, f
_玥曦小仙女_,201,573,:生育率低是养孩子和教育成本增高导致的 和结婚年龄有个屁的关系 我真想问问专家你家孩子18结婚你觉得行吗？你儿子大学毕业你孙子都上幼儿园了 你儿子工作了你孙子都上小学了 可是你儿子的学区房还没到位呢, Android客户端, f
玦木木,1,69,质量难道不重要吗？, 华为手机 畅享玩不停, f
玨烊卿歌,269,1057,不了不了，自己都快养不起了还结婚生孩而且万一找个人人渣可咋整啊, OPPO智能手机, f
玫瑰兔的小螺丝,275,144,18岁之前恋爱算早恋，一到18岁结婚就合法了, BeHealthyiPhone 7, f
现在我是小蝶蝶x,122,255,扯淡, iPhone客户端, f
现在收看的是达一达来了,92,358,不结婚是因为穷，没房没车的，怎么嫁娶 不生娃是因为养孩子太贵，养不起的，生两三个，三四个，国家给养，会生, OPPO R9s, f
玲子的玲呀,43,100,这个热搜仿佛是在逗我，18岁就结婚？双方都有钱？生了孩子养得起？自己还是个孩子就知道怎么做父母？掌控得了大局？然后结果就是让自己的父母压力更大？更累？, 荣耀8青春版 颜值担当, f
玲玲玲玲玲小宝贝儿啊,133,166,韭菜是这么割的？, 荣耀9 美得有声有色, f
玲珑6375500296,11,64,None, vivo NEX AI智慧旗舰, f
珈百璃259695,26,168,None, Android, f
珈貝小姐姐,129,391,给我们单身狗留条生路吧, Android, f
珍妮大本命,90,559,None, Android, f
珍珍菜啊,65,105,别傻了，调了也没人结婚, nova4自拍极点全面屏, f
珍珠奶茶的爱人,274,838,早结早离早二婚, iPhone客户端, f
珍珠辣子鸡,335,729,调年龄不如调性别, 荣耀10 AI变色更潮美, f
珟离弦,887,615,说的好像下调法定年龄就能让生育率上去一样，为什么现在大部分人不敢结婚，自己心里没逼数咋滴？就最近出的闹心事，谁敢结婚？妈宝直男癌凤凰男遍地，结个球的婚，手机不好玩还是木头人不够美貌, 雷峰佛首的Android, f
珠珠儿123456,36,125,说的好像把结婚年龄降低结婚生子的人就会多似的，结婚生育低的原因心里没点数么, iPhone客户端, f
球恩葵,117,237,最后四十分钟的“爆”给   可以建议辞职嘛？, iPhone 6, f
球球就是丁肖,1105,288,吃相太难看！教育难，医疗贵，房价高，特么的才是现在最大的避孕药，跟几岁结婚没有关系！！！, iPhone客户端, f
-理理理子-,540,867,17岁谈恋爱是早恋，18岁就要结婚啦, 小米9, f
琉月漓音,22,76,呵呵，18岁结婚，你养他吗，专家主张让孩子啃老？, Android, f
琉琉梦,250,440,🉑️:感觉有人提议生孩子高考加分的日子不远了……, iPad客户端, m
琉璃旧梦,117,259,有毒吧, HUAWEI nova 2, f
琦ion龙,54,139,不错，在理，我觉得读书的时间都少了，还谈朋友，多浪费时间啊, 红米Redmi, f
琦子小巴西,263,387,所以18岁的小孩结婚生个孩子谁来养？他们心理成熟了么就能当爸妈？只负责生不负责养？, iPhone客户端, f
琦崽子Esperanza,374,397,滚, iPhone, f
琦琦罗波,44,218,有毒啊这是，让我们年轻人喝西北风吗, HUAWEI nova 3, f
琪tiramisu,36,189,:感觉有人提议生孩子高考加分的日子不远了……, 荣耀9i 千元潮美旗舰, f
琪琪格子嘛,83,143,感觉有人提议生孩子高考加分的日子不远了……, HUAWEI nova 3e, f
-琳_0_0_琳-,334,224, 自己还是孩子呢社会的门槛都没踏进去呢就结婚？  这到时候结婚率提高 离婚率不提高？？？谁信呀, OnePlus 5, f
琳Rin就是小希呀,559,460,讽刺 :感觉有人提议生孩子高考加分的日子不远了……, 东东嘿的iPhone XS, f
琳宝今天学习了吗,203,758,哈哈哈哈哈哈哈哈哈 我想笑, iPhone客户端, f
琳琅满目尽疮痍,76,238,成年人不能看yhsq，未成年人不能有性启蒙教育，但是十八岁的孩子得结婚生孩子, Weibo.intl, f
琳琅骨書,93,576,:因为现在国富民穷，普通人一套房都解决不了，即使买了，基本上积蓄抽干，生活压力这么大。谁还有好意思生孩子跟自己粗茶淡饭呢。, 华为手机, f
琳琅骨書,93,576,提高生育率？如果是这样的话，我觉得应该想办法提高人民的收入吧，当人们还在为房贷、车贷、生活发愁的时候，哪还有精力来生儿肓女？！, 华为手机, f
琳钧的小浣熊,132,336,None, iPhone客户端, f
琼825,42,49,其实变更结婚年龄也没什么用 越年轻压力越大, iPhone客户端, f
--琼玖--,128,140,啥必要啊？, Android, f
琼诗-,785,396,感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
瑄酱不想讲话,127,489,那贫富差距和阶层就更大了，年龄又小还穷生好多，而较为富裕的中产却不想生！房价是最好的避孕药！不如降低房价！, 微博 HTML5 版, f
瑜小易,584,326,18岁结婚？开什么玩笑？结婚率下滑与结婚年龄没有半毛线关系，关键在于好多人压根就不想结婚，失去了爱的能力……………………, 黄景瑜的护鲸团, f
瑞NAFAN,277,394,这可真逗┐（─__─）┌ 首先18岁自己本身就是小孩 其次太早结婚，早早束缚在家庭和孩子实在不是大多数人的选择 再者没有积蓄啥的，难不成啃老吗 况且学校家长又不让早恋, 荣耀Play 让快更快, f
瑞儿温豆,99,565,有病吧？这破委员他妈生他的时候智商也给他下调了？！, , m
